Date,Company,Job Title,Platform,Status,Job URL,Resume Used,Proof Screenshot
2026-09-16,Caravel | BPM Technology Solutions,AI Prompt Engineer,LinkedIn,Applied,https://www.linkedin.com/jobs/view/ai-prompt-engineer-at-caravel-bpm-technology-solutions,Shaunak_Rane_Resume.pdf,real_linkedin_applied_1_1789552162.png
2026-09-16,YO HR Consultancy,AI Trainer - Remote,LinkedIn,Applied,https://www.linkedin.com/jobs/view/ai-trainer-remote-at-yo-hr-consultancy,Shaunak_Rane_Resume.pdf,real_linkedin_applied_2_1789552185.png
2026-09-16,Pledge India Foundation,Machine Learning Internship,Internshala,Applied,https://internshala.com/student/applications,Shaunak_Rane_Resume.pdf,internshala_my_applications_scrolled.png
2026-09-16,Basti Ki Pathshala Foundation,Software Development Internship,Internshala,Applied,https://internshala.com/student/applications,Shaunak_Rane_Resume.pdf,internshala_my_applications_scrolled.png
